Country,Year,Indicator Code,Indicator Name,Country Code,POP
greece,1971,SP.POP.GROW,Population growth (annual %),GRC,0.433844788
grenada,1971,SP.POP.GROW,Population growth (annual %),GRD,-0.255552572
greenland,1971,SP.POP.GROW,Population growth (annual %),GRL,1.709443336
guatemala,1971,SP.POP.GROW,Population growth (annual %),GTM,2.783624993
guam,1971,SP.POP.GROW,Population growth (annual %),GUM,2.180472347
guyana,1971,SP.POP.GROW,Population growth (annual %),GUY,1.233610593
high income,1971,SP.POP.GROW,Population growth (annual %),HIC,1.05123239
"hong kong sar, china",1971,SP.POP.GROW,Population growth (annual %),HKG,2.156424527
honduras,1971,SP.POP.GROW,Population growth (annual %),HND,2.954673352
heavily indebted poor countries (hipc),1971,SP.POP.GROW,Population growth (annual %),HPC,2.66938862
croatia,1971,SP.POP.GROW,Population growth (annual %),HRV,0.542619464
haiti,1971,SP.POP.GROW,Population growth (annual %),HTI,1.778931474
hungary,1971,SP.POP.GROW,Population growth (annual %),HUN,0.286176099
ibrd only,1971,SP.POP.GROW,Population growth (annual %),IBD,2.365037965
ida & ibrd total,1971,SP.POP.GROW,Population growth (annual %),IBT,2.398794587
ida total,1971,SP.POP.GROW,Population growth (annual %),IDA,2.560901826
ida blend,1971,SP.POP.GROW,Population growth (annual %),IDB,2.672395931
indonesia,1971,SP.POP.GROW,Population growth (annual %),IDN,2.652897231
ida only,1971,SP.POP.GROW,Population growth (annual %),IDX,2.508065229
isle of man,1971,SP.POP.GROW,Population growth (annual %),IMN,1.658697681
india,1971,SP.POP.GROW,Population growth (annual %),IND,2.258760336
not classified,1971,SP.POP.GROW,Population growth (annual %),INX,
ireland,1971,SP.POP.GROW,Population growth (annual %),IRL,1.169898876
"iran, islamic rep.",1971,SP.POP.GROW,Population growth (annual %),IRN,2.655244873
iraq,1971,SP.POP.GROW,Population growth (annual %),IRQ,3.350386825
iceland,1971,SP.POP.GROW,Population growth (annual %),ISL,0.808703279
israel,1971,SP.POP.GROW,Population growth (annual %),ISR,3.14439276
italy,1971,SP.POP.GROW,Population growth (annual %),ITA,0.466452872
jamaica,1971,SP.POP.GROW,Population growth (annual %),JAM,1.515350092
jordan,1971,SP.POP.GROW,Population growth (annual %),JOR,4.975727906
japan,1971,SP.POP.GROW,Population growth (annual %),JPN,1.287379355
kazakhstan,1971,SP.POP.GROW,Population growth (annual %),KAZ,1.630215353
kenya,1971,SP.POP.GROW,Population growth (annual %),KEN,3.536133541
kyrgyz republic,1971,SP.POP.GROW,Population growth (annual %),KGZ,2.086264695
cambodia,1971,SP.POP.GROW,Population growth (annual %),KHM,2.022358246
kiribati,1971,SP.POP.GROW,Population growth (annual %),KIR,1.641462008
st. kitts and nevis,1971,SP.POP.GROW,Population growth (annual %),KNA,-0.87268399
"korea, rep.",1971,SP.POP.GROW,Population growth (annual %),KOR,1.971323658
kuwait,1971,SP.POP.GROW,Population growth (annual %),KWT,7.02849876
latin america & caribbean (excluding high income),1971,SP.POP.GROW,Population growth (annual %),LAC,2.67716876
lao pdr,1971,SP.POP.GROW,Population growth (annual %),LAO,2.709435918
lebanon,1971,SP.POP.GROW,Population growth (annual %),LBN,2.415369034
liberia,1971,SP.POP.GROW,Population growth (annual %),LBR,2.624503283
libya,1971,SP.POP.GROW,Population growth (annual %),LBY,4.339383942
st. lucia,1971,SP.POP.GROW,Population growth (annual %),LCA,1.173957649
latin america & caribbean,1971,SP.POP.GROW,Population growth (annual %),LCN,2.525999761
least developed countries: un classification,1971,SP.POP.GROW,Population growth (annual %),LDC,2.437144606
low income,1971,SP.POP.GROW,Population growth (annual %),LIC,2.568719742
liechtenstein,1971,SP.POP.GROW,Population growth (annual %),LIE,2.144717131
sri lanka,1971,SP.POP.GROW,Population growth (annual %),LKA,2.077352782
lower middle income,1971,SP.POP.GROW,Population growth (annual %),LMC,2.354163591
low & middle income,1971,SP.POP.GROW,Population growth (annual %),LMY,2.435864902
lesotho,1971,SP.POP.GROW,Population growth (annual %),LSO,2.050655738
late-demographic dividend,1971,SP.POP.GROW,Population growth (annual %),LTE,2.366678745
lithuania,1971,SP.POP.GROW,Population growth (annual %),LTU,1.245582855
luxembourg,1971,SP.POP.GROW,Population growth (annual %),LUX,0.953656918
latvia,1971,SP.POP.GROW,Population growth (annual %),LVA,0.727478965
"macao sar, china",1971,SP.POP.GROW,Population growth (annual %),MAC,1.02802491
st. martin (french part),1971,SP.POP.GROW,Population growth (annual %),MAF,2.732954455
morocco,1971,SP.POP.GROW,Population growth (annual %),MAR,2.146728427
monaco,1971,SP.POP.GROW,Population growth (annual %),MCO,0.999923593
moldova,1971,SP.POP.GROW,Population growth (annual %),MDA,1.435119216
madagascar,1971,SP.POP.GROW,Population growth (annual %),MDG,2.723175467
maldives,1971,SP.POP.GROW,Population growth (annual %),MDV,3.070674094
middle east & north africa,1971,SP.POP.GROW,Population growth (annual %),MEA,2.780462909
mexico,1971,SP.POP.GROW,Population growth (annual %),MEX,3.194381482
marshall islands,1971,SP.POP.GROW,Population growth (annual %),MHL,4.402744241
middle income,1971,SP.POP.GROW,Population growth (annual %),MIC,2.425053488
"macedonia, fyr",1971,SP.POP.GROW,Population growth (annual %),MKD,1.0820489
mali,1971,SP.POP.GROW,Population growth (annual %),MLI,1.592302836
malta,1971,SP.POP.GROW,Population growth (annual %),MLT,0.016519369
myanmar,1971,SP.POP.GROW,Population growth (annual %),MMR,2.410141702
middle east & north africa (excluding high income),1971,SP.POP.GROW,Population growth (annual %),MNA,2.631725868
montenegro,1971,SP.POP.GROW,Population growth (annual %),MNE,0.591913436
mongolia,1971,SP.POP.GROW,Population growth (annual %),MNG,2.945269952
northern mariana islands,1971,SP.POP.GROW,Population growth (annual %),MNP,3.311660134
mozambique,1971,SP.POP.GROW,Population growth (annual %),MOZ,2.304829982
mauritania,1971,SP.POP.GROW,Population growth (annual %),MRT,2.920277401
mauritius,1971,SP.POP.GROW,Population growth (annual %),MUS,1.589003125
malawi,1971,SP.POP.GROW,Population growth (annual %),MWI,2.678563374
malaysia,1971,SP.POP.GROW,Population growth (annual %),MYS,2.363196651
north america,1971,SP.POP.GROW,Population growth (annual %),NAC,1.294052051
namibia,1971,SP.POP.GROW,Population growth (annual %),NAM,3.000841752
new caledonia,1971,SP.POP.GROW,Population growth (annual %),NCL,6.899287149
niger,1971,SP.POP.GROW,Population growth (annual %),NER,2.784301251
nigeria,1971,SP.POP.GROW,Population growth (annual %),NGA,2.319753241
nicaragua,1971,SP.POP.GROW,Population growth (annual %),NIC,3.061778739
netherlands,1971,SP.POP.GROW,Population growth (annual %),NLD,1.189133543
norway,1971,SP.POP.GROW,Population growth (annual %),NOR,0.701293381
nepal,1971,SP.POP.GROW,Population growth (annual %),NPL,2.028302129
nauru,1971,SP.POP.GROW,Population growth (annual %),NRU,1.845549217
new zealand,1971,SP.POP.GROW,Population growth (annual %),NZL,1.493750959
oecd members,1971,SP.POP.GROW,Population growth (annual %),OED,1.15148936
oman,1971,SP.POP.GROW,Population growth (annual %),OMN,3.41159832
other small states,1971,SP.POP.GROW,Population growth (annual %),OSS,2.073635865
pakistan,1971,SP.POP.GROW,Population growth (annual %),PAK,2.710998896
panama,1971,SP.POP.GROW,Population growth (annual %),PAN,2.843158092
peru,1971,SP.POP.GROW,Population growth (annual %),PER,2.686503393
philippines,1971,SP.POP.GROW,Population growth (annual %),PHL,2.880426815
palau,1971,SP.POP.GROW,Population growth (annual %),PLW,1.504307783
papua new guinea,1971,SP.POP.GROW,Population growth (annual %),PNG,2.540733604
poland,1971,SP.POP.GROW,Population growth (annual %),POL,0.364260164
pre-demographic dividend,1971,SP.POP.GROW,Population growth (annual %),PRE,2.634002167
puerto rico,1971,SP.POP.GROW,Population growth (annual %),PRI,1.612752762
"korea, dem. people’s rep.",1971,SP.POP.GROW,Population growth (annual %),PRK,2.732011662
portugal,1971,SP.POP.GROW,Population growth (annual %),PRT,-0.423397124
paraguay,1971,SP.POP.GROW,Population growth (annual %),PRY,2.445612573
west bank and gaza,1971,SP.POP.GROW,Population growth (annual %),PSE,
pacific island small states,1971,SP.POP.GROW,Population growth (annual %),PSS,2.244200702
post-demographic dividend,1971,SP.POP.GROW,Population growth (annual %),PST,0.965844471
french polynesia,1971,SP.POP.GROW,Population growth (annual %),PYF,3.397002905
qatar,1971,SP.POP.GROW,Population growth (annual %),QAT,8.662779082
romania,1971,SP.POP.GROW,Population growth (annual %),ROU,1.037389838
russian federation,1971,SP.POP.GROW,Population growth (annual %),RUS,0.5742506
rwanda,1971,SP.POP.GROW,Population growth (annual %),RWA,2.98586582
south asia,1971,SP.POP.GROW,Population growth (annual %),SAS,2.305556277
saudi arabia,1971,SP.POP.GROW,Population growth (annual %),SAU,4.433942504
sudan,1971,SP.POP.GROW,Population growth (annual %),SDN,3.251199661
senegal,1971,SP.POP.GROW,Population growth (annual %),SEN,3.029460458
singapore,1971,SP.POP.GROW,Population growth (annual %),SGP,1.834125065
solomon islands,1971,SP.POP.GROW,Population growth (annual %),SLB,3.627940734
sierra leone,1971,SP.POP.GROW,Population growth (annual %),SLE,1.968420526
el salvador,1971,SP.POP.GROW,Population growth (annual %),SLV,2.598319561
san marino,1971,SP.POP.GROW,Population growth (annual %),SMR,0.858463689
somalia,1971,SP.POP.GROW,Population growth (annual %),SOM,0.745381858
serbia,1971,SP.POP.GROW,Population growth (annual %),SRB,
sub-saharan africa (excluding high income),1971,SP.POP.GROW,Population growth (annual %),SSA,2.665588174
south sudan,1971,SP.POP.GROW,Population growth (annual %),SSD,2.349268386
sub-saharan africa,1971,SP.POP.GROW,Population growth (annual %),SSF,2.665474237
small states,1971,SP.POP.GROW,Population growth (annual %),SST,1.846028955
sao tome and principe,1971,SP.POP.GROW,Population growth (annual %),STP,2.309725218
suriname,1971,SP.POP.GROW,Population growth (annual %),SUR,0.36295436
slovak republic,1971,SP.POP.GROW,Population growth (annual %),SVK,0.422751142
slovenia,1971,SP.POP.GROW,Population growth (annual %),SVN,0.776389848
sweden,1971,SP.POP.GROW,Population growth (annual %),SWE,0.688095591
eswatini,1971,SP.POP.GROW,Population growth (annual %),SWZ,2.847812909
sint maarten (dutch part),1971,SP.POP.GROW,Population growth (annual %),SXM,
seychelles,1971,SP.POP.GROW,Population growth (annual %),SYC,2.022322949
syrian arab republic,1971,SP.POP.GROW,Population growth (annual %),SYR,3.410425926
turks and caicos islands,1971,SP.POP.GROW,Population growth (annual %),TCA,2.160062911
chad,1971,SP.POP.GROW,Population growth (annual %),TCD,2.240148821
east asia & pacific (ida & ibrd countries),1971,SP.POP.GROW,Population growth (annual %),TEA,2.754502077
europe & central asia (ida & ibrd countries),1971,SP.POP.GROW,Population growth (annual %),TEC,1.040078878
togo,1971,SP.POP.GROW,Population growth (annual %),TGO,3.261716693
thailand,1971,SP.POP.GROW,Population growth (annual %),THA,2.886010151
tajikistan,1971,SP.POP.GROW,Population growth (annual %),TJK,3.035690808
turkmenistan,1971,SP.POP.GROW,Population growth (annual %),TKM,2.864544219
latin america & the caribbean (ida & ibrd countries),1971,SP.POP.GROW,Population growth (annual %),TLA,2.558893786
timor-leste,1971,SP.POP.GROW,Population growth (annual %),TLS,2.580746292
middle east & north africa (ida & ibrd countries),1971,SP.POP.GROW,Population growth (annual %),TMN,2.631725868
tonga,1971,SP.POP.GROW,Population growth (annual %),TON,1.352684455
south asia (ida & ibrd),1971,SP.POP.GROW,Population growth (annual %),TSA,2.305556277
sub-saharan africa (ida & ibrd countries),1971,SP.POP.GROW,Population growth (annual %),TSS,2.665474237
trinidad and tobago,1971,SP.POP.GROW,Population growth (annual %),TTO,1.090551553
tunisia,1971,SP.POP.GROW,Population growth (annual %),TUN,2.194811729
turkey,1971,SP.POP.GROW,Population growth (annual %),TUR,2.392008811
tuvalu,1971,SP.POP.GROW,Population growth (annual %),TUV,1.062390815
tanzania,1971,SP.POP.GROW,Population growth (annual %),TZA,3.184887316
uganda,1971,SP.POP.GROW,Population growth (annual %),UGA,2.862852021
ukraine,1971,SP.POP.GROW,Population growth (annual %),UKR,0.734328145
upper middle income,1971,SP.POP.GROW,Population growth (annual %),UMC,2.483847267
uruguay,1971,SP.POP.GROW,Population growth (annual %),URY,0.300884739
united states,1971,SP.POP.GROW,Population growth (annual %),USA,1.264333692
uzbekistan,1971,SP.POP.GROW,Population growth (annual %),UZB,2.985772827
st. vincent and the grenadines,1971,SP.POP.GROW,Population growth (annual %),VCT,1.086369623
"venezuela, rb",1971,SP.POP.GROW,Population growth (annual %),VEN,2.976080031
british virgin islands,1971,SP.POP.GROW,Population growth (annual %),VGB,1.689212269
virgin islands (u.s.),1971,SP.POP.GROW,Population growth (annual %),VIR,11.11302775
vietnam,1971,SP.POP.GROW,Population growth (annual %),VNM,2.454513463
vanuatu,1971,SP.POP.GROW,Population growth (annual %),VUT,3.036949636
world,1971,SP.POP.GROW,Population growth (annual %),WLD,2.106481113
samoa,1971,SP.POP.GROW,Population growth (annual %),WSM,1.5682112
kosovo,1971,SP.POP.GROW,Population growth (annual %),XKX,2.27098162
"yemen, rep.",1971,SP.POP.GROW,Population growth (annual %),YEM,1.708715981
south africa,1971,SP.POP.GROW,Population growth (annual %),ZAF,2.777944415
zambia,1971,SP.POP.GROW,Population growth (annual %),ZMB,3.387641117
zimbabwe,1971,SP.POP.GROW,Population growth (annual %),ZWE,3.336114814
aruba,1972,SP.POP.GROW,Population growth (annual %),ABW,0.670693326
afghanistan,1972,SP.POP.GROW,Population growth (annual %),AFG,2.628656871
angola,1972,SP.POP.GROW,Population growth (annual %),AGO,2.390126174
albania,1972,SP.POP.GROW,Population growth (annual %),ALB,2.494973107
andorra,1972,SP.POP.GROW,Population growth (annual %),AND,5.083933949
arab world,1972,SP.POP.GROW,Population growth (annual %),ARB,2.75179002
united arab emirates,1972,SP.POP.GROW,Population growth (annual %),ARE,17.68981365
argentina,1972,SP.POP.GROW,Population growth (annual %),ARG,1.694914171
armenia,1972,SP.POP.GROW,Population growth (annual %),ARM,2.397049588
american samoa,1972,SP.POP.GROW,Population growth (annual %),ASM,2.042334496
antigua and barbuda,1972,SP.POP.GROW,Population growth (annual %),ATG,1.438538537
australia,1972,SP.POP.GROW,Population growth (annual %),AUS,1.838146263
austria,1972,SP.POP.GROW,Population growth (annual %),AUT,0.581190352
azerbaijan,1972,SP.POP.GROW,Population growth (annual %),AZE,1.888282866
burundi,1972,SP.POP.GROW,Population growth (annual %),BDI,1.096722532
belgium,1972,SP.POP.GROW,Population growth (annual %),BEL,0.391585907
benin,1972,SP.POP.GROW,Population growth (annual %),BEN,2.225788003
burkina faso,1972,SP.POP.GROW,Population growth (annual %),BFA,1.76289839
bangladesh,1972,SP.POP.GROW,Population growth (annual %),BGD,1.750091865
bulgaria,1972,SP.POP.GROW,Population growth (annual %),BGR,0.465213742
bahrain,1972,SP.POP.GROW,Population growth (annual %),BHR,3.935390699
"bahamas, the",1972,SP.POP.GROW,Population growth (annual %),BHS,2.261101384
bosnia and herzegovina,1972,SP.POP.GROW,Population growth (annual %),BIH,1.19811747
belarus,1972,SP.POP.GROW,Population growth (annual %),BLR,0.801903541
belize,1972,SP.POP.GROW,Population growth (annual %),BLZ,1.871112725
bermuda,1972,SP.POP.GROW,Population growth (annual %),BMU,-0.732600733
bolivia,1972,SP.POP.GROW,Population growth (annual %),BOL,2.096977967
brazil,1972,SP.POP.GROW,Population growth (annual %),BRA,2.440719299
barbados,1972,SP.POP.GROW,Population growth (annual %),BRB,0.584039078
brunei darussalam,1972,SP.POP.GROW,Population growth (annual %),BRN,4.570286241
bhutan,1972,SP.POP.GROW,Population growth (annual %),BTN,3.192103611
botswana,1972,SP.POP.GROW,Population growth (annual %),BWA,3.311480197
central african republic,1972,SP.POP.GROW,Population growth (annual %),CAF,1.89752341
canada,1972,SP.POP.GROW,Population growth (annual %),CAN,1.595371383
central europe and the baltics,1972,SP.POP.GROW,Population growth (annual %),CEB,0.727239458
switzerland,1972,SP.POP.GROW,Population growth (annual %),CHE,0.76247999
channel islands,1972,SP.POP.GROW,Population growth (annual %),CHI,0.976323363
chile,1972,SP.POP.GROW,Population growth (annual %),CHL,1.803702363
china,1972,SP.POP.GROW,Population growth (annual %),CHN,2.45735693
cote d'ivoire,1972,SP.POP.GROW,Population growth (annual %),CIV,4.600111398
cameroon,1972,SP.POP.GROW,Population growth (annual %),CMR,2.615390406
"congo, dem. rep.",1972,SP.POP.GROW,Population growth (annual %),COD,2.674030848
"congo, rep.",1972,SP.POP.GROW,Population growth (annual %),COG,3.071471942
colombia,1972,SP.POP.GROW,Population growth (annual %),COL,2.337655197
comoros,1972,SP.POP.GROW,Population growth (annual %),COM,1.937686053
cabo verde,1972,SP.POP.GROW,Population growth (annual %),CPV,0.241108116
costa rica,1972,SP.POP.GROW,Population growth (annual %),CRI,2.532402386
caribbean small states,1972,SP.POP.GROW,Population growth (annual %),CSS,1.223872612
cuba,1972,SP.POP.GROW,Population growth (annual %),CUB,1.73613452
curacao,1972,SP.POP.GROW,Population growth (annual %),CUW,0.217554195
cayman islands,1972,SP.POP.GROW,Population growth (annual %),CYM,5.631147235
cyprus,1972,SP.POP.GROW,Population growth (annual %),CYP,1.143934816
czech republic,1972,SP.POP.GROW,Population growth (annual %),CZE,0.41450322
germany,1972,SP.POP.GROW,Population growth (annual %),DEU,0.478481046
djibouti,1972,SP.POP.GROW,Population growth (annual %),DJI,5.653894084
dominica,1972,SP.POP.GROW,Population growth (annual %),DMA,0.230281394
denmark,1972,SP.POP.GROW,Population growth (annual %),DNK,0.571991415
dominican republic,1972,SP.POP.GROW,Population growth (annual %),DOM,2.743635869
algeria,1972,SP.POP.GROW,Population growth (annual %),DZA,2.749167589
east asia & pacific (excluding high income),1972,SP.POP.GROW,Population growth (annual %),EAP,2.529022616
early-demographic dividend,1972,SP.POP.GROW,Population growth (annual %),EAR,2.494066094
east asia & pacific,1972,SP.POP.GROW,Population growth (annual %),EAS,2.407631169
europe & central asia (excluding high income),1972,SP.POP.GROW,Population growth (annual %),ECA,1.102966398
europe & central asia,1972,SP.POP.GROW,Population growth (annual %),ECS,0.834905311
ecuador,1972,SP.POP.GROW,Population growth (annual %),ECU,2.837900522
"egypt, arab rep.",1972,SP.POP.GROW,Population growth (annual %),EGY,2.234152046
euro area,1972,SP.POP.GROW,Population growth (annual %),EMU,0.6947973
eritrea,1972,SP.POP.GROW,Population growth (annual %),ERI,2.708684825
spain,1972,SP.POP.GROW,Population growth (annual %),ESP,1.10413659
estonia,1972,SP.POP.GROW,Population growth (annual %),EST,1.123907965
ethiopia,1972,SP.POP.GROW,Population growth (annual %),ETH,2.989128141
european union,1972,SP.POP.GROW,Population growth (annual %),EUU,0.641893701
fragile and conflict affected situations,1972,SP.POP.GROW,Population growth (annual %),FCS,2.649529378
finland,1972,SP.POP.GROW,Population growth (annual %),FIN,0.595195266
fiji,1972,SP.POP.GROW,Population growth (annual %),FJI,2.087351187
france,1972,SP.POP.GROW,Population growth (annual %),FRA,0.908216778
faroe islands,1972,SP.POP.GROW,Population growth (annual %),FRO,1.186748648
"micronesia, fed. sts.",1972,SP.POP.GROW,Population growth (annual %),FSM,0.305451743
gabon,1972,SP.POP.GROW,Population growth (annual %),GAB,1.875506675
united kingdom,1972,SP.POP.GROW,Population growth (annual %),GBR,0.339057516
georgia,1972,SP.POP.GROW,Population growth (annual %),GEO,1.010966631
ghana,1972,SP.POP.GROW,Population growth (annual %),GHA,2.862148402
gibraltar,1972,SP.POP.GROW,Population growth (annual %),GIB,0.810726673
guinea,1972,SP.POP.GROW,Population growth (annual %),GIN,0.800080793
"gambia, the",1972,SP.POP.GROW,Population growth (annual %),GMB,3.069566675
guinea-bissau,1972,SP.POP.GROW,Population growth (annual %),GNB,2.075910556
equatorial guinea,1972,SP.POP.GROW,Population growth (annual %),GNQ,-3.056522234
greece,1972,SP.POP.GROW,Population growth (annual %),GRC,0.650037188
grenada,1972,SP.POP.GROW,Population growth (annual %),GRD,-0.266852523
greenland,1972,SP.POP.GROW,Population growth (annual %),GRL,2.303766807
guatemala,1972,SP.POP.GROW,Population growth (annual %),GTM,2.748617908
guam,1972,SP.POP.GROW,Population growth (annual %),GUM,2.147642161
guyana,1972,SP.POP.GROW,Population growth (annual %),GUY,1.15128268
high income,1972,SP.POP.GROW,Population growth (annual %),HIC,1.059099875
"hong kong sar, china",1972,SP.POP.GROW,Population growth (annual %),HKG,1.917085484
honduras,1972,SP.POP.GROW,Population growth (annual %),HND,2.957415568
heavily indebted poor countries (hipc),1972,SP.POP.GROW,Population growth (annual %),HPC,2.685228073
croatia,1972,SP.POP.GROW,Population growth (annual %),HRV,0.49482782
haiti,1972,SP.POP.GROW,Population growth (annual %),HTI,1.725119478
hungary,1972,SP.POP.GROW,Population growth (annual %),HUN,0.298102515
ibrd only,1972,SP.POP.GROW,Population growth (annual %),IBD,2.272161088
ida & ibrd total,1972,SP.POP.GROW,Population growth (annual %),IBT,2.316628003
ida total,1972,SP.POP.GROW,Population growth (annual %),IDA,2.529760788
ida blend,1972,SP.POP.GROW,Population growth (annual %),IDB,2.684971133
indonesia,1972,SP.POP.GROW,Population growth (annual %),IDN,2.625889567
ida only,1972,SP.POP.GROW,Population growth (annual %),IDX,2.456089331
isle of man,1972,SP.POP.GROW,Population growth (annual %),IMN,1.413164673
india,1972,SP.POP.GROW,Population growth (annual %),IND,2.3021762
not classified,1972,SP.POP.GROW,Population growth (annual %),INX,
ireland,1972,SP.POP.GROW,Population growth (annual %),IRL,1.48620228
"iran, islamic rep.",1972,SP.POP.GROW,Population growth (annual %),IRN,2.672292578
iraq,1972,SP.POP.GROW,Population growth (annual %),IRQ,3.298593611
iceland,1972,SP.POP.GROW,Population growth (annual %),ISL,1.463775579
israel,1972,SP.POP.GROW,Population growth (annual %),ISR,2.541555492
italy,1972,SP.POP.GROW,Population growth (annual %),ITA,0.567712499
jamaica,1972,SP.POP.GROW,Population growth (annual %),JAM,1.605309395
jordan,1972,SP.POP.GROW,Population growth (annual %),JOR,4.046791976
japan,1972,SP.POP.GROW,Population growth (annual %),JPN,1.400779181
kazakhstan,1972,SP.POP.GROW,Population growth (annual %),KAZ,1.603981586
kenya,1972,SP.POP.GROW,Population growth (annual %),KEN,3.586411433
kyrgyz republic,1972,SP.POP.GROW,Population growth (annual %),KGZ,2.157026598
cambodia,1972,SP.POP.GROW,Population growth (annual %),KHM,2.249770932
kiribati,1972,SP.POP.GROW,Population growth (annual %),KIR,1.524126061
st. kitts and nevis,1972,SP.POP.GROW,Population growth (annual %),KNA,-0.380541097
"korea, rep.",1972,SP.POP.GROW,Population growth (annual %),KOR,1.87599937
kuwait,1972,SP.POP.GROW,Population growth (annual %),KWT,6.459999399
latin america & caribbean (excluding high income),1972,SP.POP.GROW,Population growth (annual %),LAC,2.640085278
lao pdr,1972,SP.POP.GROW,Population growth (annual %),LAO,2.804913974
lebanon,1972,SP.POP.GROW,Population growth (annual %),LBN,2.649050463
liberia,1972,SP.POP.GROW,Population growth (annual %),LBR,2.680908166
libya,1972,SP.POP.GROW,Population growth (annual %),LBY,4.362058416
st. lucia,1972,SP.POP.GROW,Population growth (annual %),LCA,1.00546057
latin america & caribbean,1972,SP.POP.GROW,Population growth (annual %),LCN,2.499589157
least developed countries: un classification,1972,SP.POP.GROW,Population growth (annual %),LDC,2.373974695
low income,1972,SP.POP.GROW,Population growth (annual %),LIC,2.563174619
liechtenstein,1972,SP.POP.GROW,Population growth (annual %),LIE,1.937294219
sri lanka,1972,SP.POP.GROW,Population growth (annual %),LKA,1.976233977
lower middle income,1972,SP.POP.GROW,Population growth (annual %),LMC,2.354168045
low & middle income,1972,SP.POP.GROW,Population growth (annual %),LMY,2.345632311
lesotho,1972,SP.POP.GROW,Population growth (annual %),LSO,2.05442479
late-demographic dividend,1972,SP.POP.GROW,Population growth (annual %),LTE,2.189951124
lithuania,1972,SP.POP.GROW,Population growth (annual %),LTU,1.081907096
luxembourg,1972,SP.POP.GROW,Population growth (annual %),LUX,1.213040312
latvia,1972,SP.POP.GROW,Population growth (annual %),LVA,0.808250226
"macao sar, china",1972,SP.POP.GROW,Population growth (annual %),MAC,0.011256146
st. martin (french part),1972,SP.POP.GROW,Population growth (annual %),MAF,2.72976358
morocco,1972,SP.POP.GROW,Population growth (annual %),MAR,2.105294658
monaco,1972,SP.POP.GROW,Population growth (annual %),MCO,1.38580016
moldova,1972,SP.POP.GROW,Population growth (annual %),MDA,1.382881018
madagascar,1972,SP.POP.GROW,Population growth (annual %),MDG,2.755041821
maldives,1972,SP.POP.GROW,Population growth (annual %),MDV,3.346837975
middle east & north africa,1972,SP.POP.GROW,Population growth (annual %),MEA,2.753608014
mexico,1972,SP.POP.GROW,Population growth (annual %),MEX,3.222764899
marshall islands,1972,SP.POP.GROW,Population growth (annual %),MHL,4.710634022
middle income,1972,SP.POP.GROW,Population growth (annual %),MIC,2.327904399
"macedonia, fyr",1972,SP.POP.GROW,Population growth (annual %),MKD,0.883399741
mali,1972,SP.POP.GROW,Population growth (annual %),MLI,1.68849322
malta,1972,SP.POP.GROW,Population growth (annual %),MLT,-0.082624147
myanmar,1972,SP.POP.GROW,Population growth (annual %),MMR,2.395352456
middle east & north africa (excluding high income),1972,SP.POP.GROW,Population growth (annual %),MNA,2.596826097
montenegro,1972,SP.POP.GROW,Population growth (annual %),MNE,1.221726016
mongolia,1972,SP.POP.GROW,Population growth (annual %),MNG,2.963878067
northern mariana islands,1972,SP.POP.GROW,Population growth (annual %),MNP,3.412261943
mozambique,1972,SP.POP.GROW,Population growth (annual %),MOZ,2.325961093
mauritania,1972,SP.POP.GROW,Population growth (annual %),MRT,2.9147028
mauritius,1972,SP.POP.GROW,Population growth (annual %),MUS,1.516392669
malawi,1972,SP.POP.GROW,Population growth (annual %),MWI,2.730723006
malaysia,1972,SP.POP.GROW,Population growth (annual %),MYS,2.340016616
north america,1972,SP.POP.GROW,Population growth (annual %),NAC,1.126039074
namibia,1972,SP.POP.GROW,Population growth (annual %),NAM,3.095745617
new caledonia,1972,SP.POP.GROW,Population growth (annual %),NCL,4.481401579
niger,1972,SP.POP.GROW,Population growth (annual %),NER,2.769691988
nigeria,1972,SP.POP.GROW,Population growth (annual %),NGA,2.358541181
nicaragua,1972,SP.POP.GROW,Population growth (annual %),NIC,3.071185123
netherlands,1972,SP.POP.GROW,Population growth (annual %),NLD,1.01117285
norway,1972,SP.POP.GROW,Population growth (annual %),NOR,0.764803002
nepal,1972,SP.POP.GROW,Population growth (annual %),NPL,2.066589042
nauru,1972,SP.POP.GROW,Population growth (annual %),NRU,1.886283472
new zealand,1972,SP.POP.GROW,Population growth (annual %),NZL,1.768358888
oecd members,1972,SP.POP.GROW,Population growth (annual %),OED,1.162776565
oman,1972,SP.POP.GROW,Population growth (annual %),OMN,3.594302032
other small states,1972,SP.POP.GROW,Population growth (annual %),OSS,2.094978719
pakistan,1972,SP.POP.GROW,Population growth (annual %),PAK,2.72872213
panama,1972,SP.POP.GROW,Population growth (annual %),PAN,2.820730641
peru,1972,SP.POP.GROW,Population growth (annual %),PER,2.650862676
philippines,1972,SP.POP.GROW,Population growth (annual %),PHL,2.873682451
palau,1972,SP.POP.GROW,Population growth (annual %),PLW,1.684716099
papua new guinea,1972,SP.POP.GROW,Population growth (annual %),PNG,2.559807309
poland,1972,SP.POP.GROW,Population growth (annual %),POL,0.826716475
pre-demographic dividend,1972,SP.POP.GROW,Population growth (annual %),PRE,2.643077311
puerto rico,1972,SP.POP.GROW,Population growth (annual %),PRI,1.973951823
"korea, dem. people’s rep.",1972,SP.POP.GROW,Population growth (annual %),PRK,2.653626246
portugal,1972,SP.POP.GROW,Population growth (annual %),PRT,-0.154288053
paraguay,1972,SP.POP.GROW,Population growth (annual %),PRY,2.392118268
