Country Name,Country Code,Indicator Name,Indicator Code,POP1960,POP1961,POP1962,POP1963,POP1964,POP1965,POP1966,POP1967,POP1968,POP1969,POP1970,POP1971,POP1972,POP1973,POP1974,POP1975,POP1976,POP1977,POP1978,POP1979,POP1980,POP1981,POP1982,POP1983,POP1984,POP1985,POP1986,POP1987,POP1988,POP1989,POP1990,POP1991,POP1992,POP1993,POP1994,POP1995,POP1996,POP1997,POP1998,POP1999,POP2000,POP2001,POP2002,POP2003,POP2004,POP2005,POP2006,POP2007,POP2008,POP2009,POP2010,POP2011,POP2012,POP2013,POP2014,POP2015,POP2016,POP2017
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,,1.562978079,1.545012856,1.526741689,1.498661043,1.454613157,1.210771707,1.219014791,1.17596573,1.140048181,1.130523783,1.11720937,1.102966398,1.084542644,1.078483661,1.073298293,1.108600883,1.07886507,1.055692671,1.038294118,1.055199903,1.063070483,1.00161271,0.986647549,1.045213255,1.038966092,1.021040733,1.007585179,0.966850484,0.914810656,0.670503744,0.511033405,0.416599908,0.322494218,0.167323253,0.119214348,0.103882989,0.104589138,0.075747398,0.005072637,0.035678625,-0.053941093,-0.079465167,0.037253563,0.088102288,0.102258384,0.138372509,0.174395577,0.26553216,0.440016651,0.506042665,0.548480247,0.547739113,0.602701979,0.591417381,0.612139042,0.599877577,0.559308714
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,,1.157981247,1.180150514,1.174923366,1.14955399,1.102200683,0.952734105,0.916626967,0.872660421,0.847740434,0.768834858,0.766891385,0.834905311,0.807145374,0.771743651,0.73929949,0.717516779,0.680158693,0.668832217,0.667204355,0.686330761,0.664811112,0.595295807,0.566158464,0.588312619,0.59825555,0.612136538,0.614553959,0.615957626,0.617722655,0.523059572,0.395065437,0.411079922,0.365473589,0.229963221,0.190682232,0.151788481,0.17023534,0.130787027,0.132959623,0.107267162,0.152097853,0.183095922,0.261303185,0.296624505,0.302387011,0.307291962,0.356746345,0.398401878,0.411126932,0.38671236,0.234230409,0.401876176,0.469607027,0.471887812,0.476465801,0.469469125,0.423334421
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2.825974648,2.847799835,2.867100453,2.884369848,2.899478679,2.911452245,2.920043455,2.923572623,2.918672961,2.905244597,2.884874878,2.862021822,2.837900522,2.809942411,2.778527814,2.744848523,2.710843575,2.67763576,2.645978622,2.61597289,2.588127594,2.558971547,2.530833731,2.509350802,2.496267877,2.487328653,2.477646523,2.462952095,2.443017873,2.416371564,2.383954659,2.349332371,2.3120127,2.267599449,2.215013195,2.156759232,2.100884645,2.046065713,1.983486587,1.911958688,1.837286377,1.759441896,1.691894282,1.650472163,1.642217314,1.656026053,1.676748709,1.689413452,1.689977562,1.672809956,1.643291468,1.611781952,1.583919336,1.556476468,1.530634094,1.505644485,1.479917408,1.452861287
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.755888302,2.733681312,2.707550208,2.682661389,2.661726471,2.641337298,2.626345588,2.604486881,2.5588458,2.484271156,2.395176263,2.304750092,2.234152046,2.196437361,2.200204889,2.233825519,2.273980761,2.311485807,2.356280671,2.40663448,2.459353621,2.502187069,2.539794144,2.585824634,2.642386099,2.697207862,2.755661974,2.786979293,2.752740463,2.6400917,2.478802672,2.307474748,2.160482052,2.044508404,1.971673682,1.931190253,1.89526147,1.857878463,1.837760999,1.836176099,1.847016355,1.871980683,1.895767922,1.899223953,1.874614348,1.835290156,1.782574608,1.747967558,1.765411905,1.849460553,1.972277516,2.105843226,2.205704503,2.245526458,2.208142808,2.118294825,2.016789456,1.929735233
Euro area,EMU,Population growth (annual %),SP.POP.GROW,,0.915161647,0.933264675,0.943908489,0.91827273,0.898571522,0.824450508,0.702148348,0.65661556,0.664903074,0.546132369,0.562353121,0.6947973,0.66007231,0.589717563,0.527775998,0.448374919,0.391704218,0.391760545,0.397128531,0.419632719,0.375434552,0.268657197,0.199127524,0.167989305,0.192016075,0.254392281,0.283938374,0.34372632,0.438648063,0.470723242,0.37505461,0.464942803,0.409676463,0.290910638,0.257508074,0.259020823,0.238598052,0.210884452,0.25824397,0.328448325,0.385014463,0.489061655,0.543192955,0.551279649,0.518155826,0.46826646,0.520476391,0.489880559,0.324929438,0.23574216,-0.214889434,0.224006789,0.340597383,0.338173341,0.315305569,0.319226551,0.248899238
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,2.405460096,2.484041012,2.550197896,2.594441266,2.611928122,2.613296177,2.606591766,2.605438011,2.612853633,2.631201835,2.658549331,2.685702726,2.708684825,2.7265915,2.738373565,2.746870323,2.744223545,2.743313544,2.760456406,2.801222751,2.850724553,2.860592721,2.841593706,2.845234142,2.878383113,2.906252329,3.004020699,3.028561091,2.765848546,2.152389097,1.343252186,0.448226308,-0.279064185,-0.628376646,-0.439939977,0.152730079,0.844920501,1.432740065,1.969283943,2.391600004,2.70478429,3.02850825,3.305107252,3.362961111,3.168878403,2.820555339,2.430313543,2.109183077,1.891406315,1.819042849,1.850515743,1.891652284,,,,,,
Spain,ESP,Population growth (annual %),SP.POP.GROW,1.119571742,0.929015535,0.920032287,0.877043252,0.993696426,1.085844742,1.024027852,1.230665818,1.307655786,0.98543056,1.110631449,1.205084833,1.10413659,1.104937604,1.09260761,1.081293603,1.056851725,1.029131809,0.96287655,0.881584501,0.802963562,0.710878011,0.600390137,0.487183211,0.415255702,0.362365565,0.298782367,0.259329063,0.212064999,0.156776198,0.101828843,0.254527425,0.489757905,0.518543521,0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.189060224
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.668324362,1.11138977,1.34156956,1.378477164,1.437675372,1.359458372,1.078006708,0.787736187,0.925837507,1.048781817,1.096145451,1.233395893,1.123907965,0.960032301,0.865266081,0.785459176,0.712743107,0.73604373,0.685613147,0.556254915,0.603352238,0.704718276,0.719876655,0.687096402,0.652187283,0.667063356,0.743509962,0.778102309,0.621622035,0.398143548,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,0.294482276,0.483707162,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253,0.029112226,-0.023562766
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.233580359,2.319976308,2.397883818,2.454577649,2.484158755,2.495955874,2.478658037,2.464686232,2.498363604,2.593840977,2.714367969,2.879581242,2.989128141,2.919005935,2.629396918,2.220300241,1.765491705,1.424328768,1.317558871,1.520335381,1.931692166,2.396662367,2.775498232,3.047155391,3.169529519,3.191395489,3.184953031,3.206649383,3.254514777,3.341667045,3.443347457,3.543644268,3.600873284,3.585048356,3.484375876,3.333181167,3.169058492,3.032410445,2.937420814,2.897231741,2.892890897,2.895754381,2.885217686,2.86361647,2.825855454,2.778715056,2.730130244,2.689815256,2.661154076,2.647065405,2.641594477,2.637670293,2.627598881,2.608930467,2.579068306,2.541468619,2.501821378,2.463699254
European Union,EUU,Population growth (annual %),SP.POP.GROW,,0.856790273,0.887062676,0.893428927,0.875980912,0.829273097,0.766095335,0.727178926,0.671542062,0.64419628,0.530235945,0.529049905,0.641893701,0.605262682,0.558994675,0.528114323,0.469483414,0.412947236,0.394680252,0.388371535,0.411766527,0.367569347,0.276669671,0.230943174,0.220453723,0.241992148,0.276127869,0.285372009,0.318721044,0.33689345,0.338631354,0.203156322,0.305248648,0.34568672,0.241352567,0.2086854,0.150612257,0.183789007,0.138668031,0.200074658,0.131161921,0.200097369,0.25239123,0.369066472,0.398704903,0.395105422,0.374652243,0.390168186,0.378429086,0.300809386,0.219177951,-0.080439732,0.218678053,0.297666954,0.310441466,0.299827897,0.294551544,0.243013287
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,,2.309510737,2.34811805,2.389145684,2.443220904,2.504032027,2.568098359,2.624381731,2.660516102,2.674107424,2.673562266,2.657261612,2.649529378,2.671337597,2.735650049,2.818319643,2.910254163,2.969476428,2.963881221,2.879086283,2.744564963,2.610052512,2.502548553,2.417576723,2.361633427,2.332958801,2.293453446,2.265806878,2.305557359,2.424261549,3.376818856,2.787594039,2.929303243,2.979913986,2.915941372,2.781391872,2.628319801,2.511201649,2.383003404,2.364032119,2.460559065,2.537389709,2.573327048,2.590672489,2.581891839,2.555531862,2.531622908,2.510477089,2.491469136,2.469823099,2.449050074,2.429567091,2.41049025,2.396844735,2.382885497,2.374162751,2.374329939,2.367958855
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.780665603,0.705711484,0.6799954,0.706977468,0.556315625,0.333374795,0.374800826,0.541550206,0.448972198,-0.058030841,-0.378718238,0.126203706,0.595195266,0.567909198,0.523542996,0.443863076,0.301448639,0.279738313,0.28712237,0.255579028,0.311078416,0.426515645,0.560285844,0.595991321,0.534342931,0.417068904,0.324794896,0.283626732,0.290689051,0.361018799,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.290734696
Fiji,FJI,Population growth (annual %),SP.POP.GROW,3.343392705,3.440508626,3.480603727,3.411675215,3.212788929,2.938528216,2.646592969,2.403881632,2.225252819,2.135027308,2.110568962,2.104760579,2.087351187,2.059108908,2.015441223,1.962789252,1.877017435,1.811348256,1.836083922,1.981244171,2.182944161,2.441402231,2.614402141,2.540494153,2.161357721,1.599861889,0.96308347,0.441167078,0.165023621,0.235848351,0.551041407,0.935051594,1.224066029,1.39976958,1.399516363,1.275805426,1.151057534,1.063068231,0.935873889,0.769105782,0.584652751,0.368515792,0.180746336,0.114806003,0.211133901,0.422273671,0.678380606,0.89050012,1.016364836,1.017759552,0.932645434,0.826391646,0.747986175,0.697996516,0.689997362,0.713519398,0.738287655,0.747345051
France,FRA,Population growth (annual %),SP.POP.GROW,1.229610037,1.337853117,1.412469959,1.411512304,1.314426534,1.154838723,0.964756282,0.802059644,0.705732789,0.703901103,0.765552418,0.852177192,0.908216778,0.906084716,0.822100928,0.684624738,0.531131315,0.407972849,0.334534855,0.331797859,0.380529801,0.441809963,0.489756642,0.53128183,0.558455201,0.57372307,0.591610259,0.610566202,0.613768546,0.596827186,0.565757638,0.079443343,0.497240931,0.433292244,0.372231503,0.361249895,0.354082271,0.353750159,0.368597839,0.514456335,0.684929254,0.727786405,0.727231515,0.708779199,0.736313541,0.753800832,0.697207001,0.6187005,0.558859001,0.514487919,0.49402977,0.483651043,0.483982312,0.514774025,0.479814388,0.41723803,0.399244807,0.386450788
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,1.3623437,1.301325404,1.287419635,1.240516579,1.214344006,1.216035924,1.169288856,1.155774363,1.137333237,1.160776118,1.124431304,1.154935249,1.186748648,1.185180653,1.151766763,1.09760457,1.05940574,1.015188872,0.983907758,0.951122633,0.95365267,0.921876346,0.884118925,0.883082351,0.939643083,0.994550345,1.099847421,1.17371733,1.058278668,0.737979518,0.26930376,-0.288266499,-0.752980567,-0.983569018,-0.839707808,-0.45508801,0.039088797,0.418161352,0.708817911,0.763501255,0.681567477,0.565497793,0.509996383,0.428230394,0.351655116,0.294520477,0.202755894,0.134254546,0.076341394,0.065978023,0.067994275,0.119393168,0.11925079,0.166302277,0.194694136,0.251515873,0.309944988,0.351601366
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,3.219424089,3.134235244,3.070637528,3.091744636,3.242939894,3.417089168,3.677568902,3.836949792,3.633530237,2.980663085,2.07407045,1.096021138,0.305451743,-0.012842328,0.298158373,1.063534941,1.947838577,2.634816879,3.152270651,3.355458482,3.364449053,3.366304947,3.383573272,3.300097248,3.126207804,2.896145017,2.605627903,2.328613713,2.198494401,2.224558721,2.352777861,2.529730555,2.611380482,2.455479424,2.022060313,1.403495673,0.729970819,0.145725564,-0.243609976,-0.390643577,-0.356798119,-0.248838649,-0.169975945,-0.15622153,-0.223999944,-0.358128529,-0.48329337,-0.575057809,-0.572640859,-0.497031315,-0.331445172,-0.14293719,0.033821164,0.192080366,0.301371806,0.401059795,0.481445263,0.57677575
Gabon,GAB,Population growth (annual %),SP.POP.GROW,0.892015956,0.993279713,1.11226988,1.258993835,1.446873193,1.651462318,1.868959437,2.055199209,2.152453029,2.139103103,2.056181447,1.948798469,1.875506675,1.857949746,1.914723881,2.024303972,2.140035959,2.235252581,2.323792995,2.389563765,2.447001788,2.495887123,2.54470488,2.594703145,2.642000931,2.686332917,2.726309479,2.755956582,2.766268674,2.753226288,2.724198366,2.694996133,2.668272005,2.63528299,2.598885987,2.562057333,2.532439093,2.511302829,2.498457204,2.491616026,2.496043263,2.497702415,2.515124747,2.572976444,2.678785661,2.813076326,2.929875262,3.023300524,3.121481456,3.224124302,3.313386234,3.409721886,3.45821477,3.383227627,3.165292857,2.862181858,2.537808568,2.264859453
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,0.34612887,0.760459939,0.848661388,0.748366449,0.650257749,0.642468779,0.551303249,0.53854377,0.48676828,0.415803269,0.398722458,0.417666617,0.339057516,0.193198186,0.06305921,-0.007423363,-0.024603833,-0.032873848,0.005359908,0.089728661,0.119517254,0.034821732,-0.035842794,0.034101374,0.158261863,0.226951225,0.23161023,0.212637261,0.222063894,0.26031145,0.298930554,0.309247932,0.270431182,0.239745439,0.254586487,0.264547417,0.254626384,0.257553323,0.291406085,0.333405882,0.357300887,0.38497597,0.42333708,0.465641114,0.568943113,0.686611306,0.735048678,0.778666112,0.787032622,0.75639086,0.783888647,0.781677289,0.695315843,0.669533807,0.753349499,0.794967909,0.714030265,0.648406784
Georgia,GEO,Population growth (annual %),SP.POP.GROW,1.843752918,1.578435862,1.519342186,1.473021724,1.410306472,1.316771037,1.143478098,0.980879611,0.907052603,0.935667821,0.96583761,1.040707699,1.010966631,0.880708361,0.868346221,0.73801073,0.721090302,0.681625222,0.58382341,0.736305278,0.842900505,0.820316229,0.846666493,0.878842348,0.853879671,0.876678995,0.888192529,0.825576239,0.990127868,0.262664316,-0.027068389,0.703475649,0.77451105,0.768558451,-1.013034746,-2.659709075,-2.522031834,-1.847511473,-0.982389344,-0.778544839,-0.771072946,-0.724616161,-0.672509797,-1.301501055,-1.302691682,-1.304108583,-1.297159673,-1.314207282,-1.282068843,-1.298719553,-1.315808458,-1.307543305,-1.298719553,-1.2893219,-1.306162779,-0.265982613,0.059168417,-0.059168417
Ghana,GHA,Population growth (annual %),SP.POP.GROW,3.161215988,3.16994894,3.138516675,3.029901319,2.832894464,2.591607196,2.313246446,2.087452891,2.009790432,2.122153367,2.349550513,2.643480564,2.862148402,2.892059747,2.682020108,2.337364121,1.934748544,1.646650966,1.602505897,1.877839525,2.353438778,2.879599365,3.278235136,3.481641303,3.437735332,3.237296742,3.006114232,2.837128734,2.727804357,2.703517051,2.733065747,2.772572991,2.782429641,2.758938095,2.691988063,2.600839647,2.504933074,2.43271692,2.399769129,2.416268724,2.465088423,2.517538489,2.556512822,2.587427627,2.605557855,2.612384647,2.617995444,2.61893735,2.602072612,2.564374921,2.512829739,2.456879949,2.404028322,2.354986875,2.312336047,2.274380311,2.236737965,2.19818485
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,1.139233782,1.661759308,2.072052496,2.295956914,2.409563516,2.279931749,2.169002282,2.089839192,1.895514943,1.665123606,1.414011818,1.076121757,0.810726673,0.596075897,0.50762395,0.511822149,0.552934652,0.536517953,0.490401477,0.425066226,0.314314805,0.204600276,0.154821739,0.006582845,-0.191078664,-0.389876923,-0.674297949,-0.870327513,-0.928856762,-0.70491174,-0.335467401,0.164451181,0.570054965,0.827095322,0.914015571,0.83941734,0.776491205,0.695358352,0.674324568,0.614968277,0.608002388,0.62026608,0.540387214,0.556400019,0.553321331,0.590802112,0.655475235,0.660435077,0.680545835,0.682014579,0.704515727,0.648709366,0.650476722,0.616718532,0.610000565,0.556647498,0.524507293,0.472608485
Guinea,GIN,Population growth (annual %),SP.POP.GROW,1.569383198,1.559940778,1.556818452,1.581744361,1.644069617,1.720500235,1.815967902,1.871948224,1.815292592,1.617525426,1.330375298,1.038953851,0.800080793,0.609318192,0.488702983,0.43556605,0.390733983,0.384575339,0.513628817,0.80971701,1.222539973,1.711417004,2.172860786,2.52386253,2.72013687,2.82476414,2.812325538,2.859152395,3.1713194,3.810789166,4.580004897,5.369370923,5.857215119,5.811085239,5.182928411,4.241598005,3.266767511,2.494716682,1.963203038,1.754097795,1.772743801,1.829026023,1.835721504,1.870290276,1.918997837,1.977281497,2.062147776,2.155427619,2.217685916,2.235588634,2.226211614,2.208127156,2.207402297,2.236442241,2.304039644,2.393916866,2.48622533,2.558581179
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,3.024112494,2.366006442,1.785226166,1.436482353,1.398906207,1.586125526,1.809351979,1.979157867,2.178861725,2.389038374,2.60171421,2.845216437,3.069566675,3.177787094,3.145009966,3.031261268,2.901254006,2.831953978,2.860736967,3.005634806,3.230475125,3.422409507,3.580568431,3.788418962,4.055732797,4.325541739,4.603915087,4.780392596,4.727153849,4.418798563,3.968381807,3.5030086,3.133661723,2.881376915,2.784375158,2.795548021,2.819046826,2.828299918,2.863750272,2.92641208,3.001464565,3.089435459,3.164979004,3.215006504,3.224598768,3.210587365,3.190281546,3.174710545,3.162727384,3.159241368,3.157140562,3.153602082,3.143118456,3.124645665,3.099282897,3.067312186,3.03358022,2.999305051
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,1.245539238,1.130172439,1.045818318,1.044891095,1.151864249,1.326798858,1.50585534,1.646686534,1.768191487,1.858973879,1.913167812,2.006766539,2.075910556,1.975000267,1.660776751,1.231100939,0.727752526,0.330763999,0.221044509,0.501848985,1.053410322,1.690436394,2.205198106,2.542850024,2.629866649,2.548688887,2.429044245,2.358086213,2.317635432,2.331215729,2.375161634,2.427617526,2.44255472,2.395705477,2.26810382,2.095548105,1.910882286,1.767372399,1.696766517,1.725074577,1.821056053,1.934389664,2.031357981,2.117242461,2.181818705,2.233044589,2.279026165,2.329125477,2.383809196,2.441980685,2.501132548,2.555568364,2.596385581,2.612243724,2.597498319,2.561841573,2.519328921,2.479606809
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,1.46849109,1.409399728,1.397047286,1.514802543,1.806184162,2.164234071,2.657982692,2.964727398,2.660914601,1.606391503,0.092044371,-1.594624874,-3.056522234,-4.032582311,-4.213562955,-3.658568974,-2.950944774,-2.211884406,-0.89258312,1.055011891,3.283316721,5.611802165,7.335098397,7.889833264,7.239571926,5.973235194,4.662031821,3.693725937,3.067247474,2.893654636,3.022404082,3.176861162,3.243073673,3.340708475,3.452183057,3.5751395,3.718682482,3.862790569,3.966473617,4.023502885,4.050340183,4.057538373,4.080436281,4.145138164,4.256723256,4.386271484,4.505342015,4.577918432,4.605863706,4.579403337,4.51562162,4.440549947,4.359327694,4.255664565,4.128421003,3.989138838,3.847226839,3.712413277
Greece,GRC,Population growth (annual %),SP.POP.GROW,0.722756593,0.792901847,0.595777103,0.370892005,0.362612547,0.467787696,0.737804081,0.814411517,0.65053289,0.365420763,0.228196508,0.433844788,0.650037188,0.454133112,0.368183314,0.938660354,1.553213563,1.301109489,1.296604359,1.246698067,0.982220016,0.896616063,0.61646204,0.581724932,0.498156576,0.388288979,0.330759074,0.334358494,0.363197987,0.52185098,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.144406758
Grenada,GRD,Population growth (annual %),SP.POP.GROW,1.815669598,1.535952107,1.268492932,0.995836517,0.764079357,0.545994667,0.31036255,0.090604528,-0.097982929,-0.196254349,-0.270744925,-0.255552572,-0.266852523,-0.324156305,-0.511827739,-0.758624328,-1.099611373,-1.379818281,-1.239576949,-0.568563969,0.492192937,1.745256658,2.743239485,3.06144199,2.524513774,1.479267691,0.23694206,-0.764827834,-1.335095448,-1.224038142,-0.606777872,0.177443921,0.768392437,1.132475544,1.112752365,0.851452605,0.538173206,0.322903637,0.184754364,0.131195426,0.174331895,0.226079873,0.246140091,0.2689817,0.274105063,0.285012717,0.300667514,0.316179045,0.331541004,0.351541476,0.364640812,0.379496241,0.385646102,0.404939292,0.424933154,0.434369277,0.461381224,0.472247115
Greenland,GRL,Population growth (annual %),SP.POP.GROW,4.005305946,3.625774802,3.785022413,3.922071315,3.243527575,4.16726964,3.262522732,3.398385282,3.517361418,3.397835364,3.286166448,1.709443336,2.303766807,1.438873745,1.015237146,0.201816416,0.201409937,-0.605450891,-0.40568007,0.809721023,1.202419297,1.581060603,0.975617495,1.158314109,1.145050679,0.94429408,0.562325755,1.115253195,1.28560081,0.908271457,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.026700606
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,2.960304953,2.934517666,2.911575979,2.897873676,2.895962104,2.899625828,2.902943929,2.898953732,2.884133635,2.85618722,2.819266995,2.783624993,2.748617908,2.705821522,2.653899476,2.598403923,2.539639852,2.488798263,2.458475712,2.45366119,2.464598405,2.481885461,2.491064282,2.485605756,2.459789996,2.421828378,2.380926664,2.348244466,2.327878708,2.323801378,2.329959735,2.341345854,2.347712905,2.342909992,2.323262246,2.295367826,2.262581971,2.238010689,2.233102129,2.253150994,2.287977379,2.326255366,2.352842631,2.36059488,2.343802411,2.310407043,2.272242032,2.238531009,2.209523202,2.188038145,2.171039571,2.153627183,2.132028252,2.106892045,2.077151821,2.044266382,2.010367845,1.976624401
Guam,GUM,Population growth (annual %),SP.POP.GROW,1.696915175,1.973152864,2.225606841,2.387791775,2.445787265,2.406104674,2.346958229,2.318649008,2.286051602,2.247147072,2.214450681,2.180472347,2.147642161,2.120372462,2.115749593,2.138348885,2.154403888,2.169511935,2.184687132,2.197890672,2.222669749,2.233520189,2.248099468,2.266015581,2.271100395,2.265282326,2.256206712,2.228571483,2.233741979,2.259458914,2.294638748,2.330055421,2.319437929,2.261135717,2.111747853,1.913618733,1.702235428,1.503565962,1.304797413,1.094613026,0.889808705,0.687777388,0.493661232,0.342343192,0.24381529,0.191468648,0.155180602,0.130392487,0.113246733,0.123167429,0.133678532,0.146652404,0.184576356,0.250977194,0.36845521,0.514308801,0.676949732,0.814983494
Guyana,GUY,Population growth (annual %),SP.POP.GROW,3.14917698,3.006876299,2.845890182,2.651393047,2.423120411,2.174678032,1.922439292,1.693574907,1.508820364,1.389278082,1.312096752,1.233610593,1.15128268,1.097634489,1.080702701,1.077595472,1.101387053,1.097652009,1.005000795,0.792694688,0.501026808,0.202191651,-0.062188977,-0.294578964,-0.479872132,-0.619027968,-0.778689629,-0.913693596,-0.898405963,-0.677096083,-0.316459786,0.131756045,0.515270605,0.712567729,0.642668762,0.388120514,0.074844799,-0.177486349,-0.336920176,-0.35341657,-0.262101107,-0.137888547,-0.050394012,-0.003591044,-0.027269541,-0.093970583,-0.179268008,-0.231323602,-0.208140577,-0.083243582,0.115664356,0.340185504,0.531358448,0.660416966,0.698273067,0.668580935,0.621217097,0.587432274
High income,HIC,Population growth (annual %),SP.POP.GROW,,1.504801674,1.312129794,1.284886282,1.25459669,1.191161315,1.100653027,1.042225803,0.916923051,1.108350507,0.986213844,1.05123239,1.059099875,0.952098779,1.061888711,0.992042275,0.823558335,0.840596768,0.841126925,0.873573081,0.847390848,0.842809371,0.795419212,0.74573194,0.704906212,0.703670056,0.727805108,0.720813729,0.730244956,0.767015466,0.805795199,0.816028125,0.655709207,0.816188991,0.744308722,0.880247252,0.696584784,0.693500003,0.654734239,0.657625481,0.632447936,0.683839569,0.68271855,0.677135115,0.704659131,0.714167703,0.758324502,0.795260653,0.836624508,0.746886927,0.671513608,0.487501939,0.616516999,0.618684946,0.627685012,0.611316108,0.601238081,0.557797778
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,4.450990508,2.963040924,4.236494673,3.44066885,2.417271694,2.627395063,0.885475776,2.527097364,2.123526741,1.596569535,2.431443203,2.156424527,1.917085484,2.821398831,3.160575854,1.8961131,1.256197195,1.44371142,1.811706419,5.465453784,2.670080965,2.348226768,1.55249627,1.519407906,0.982973567,1.074258772,1.245826983,1.006753152,0.840468541,1.03591232,0.321315033,0.829228336,0.839650031,1.717770734,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.748222905
Honduras,HND,Population growth (annual %),SP.POP.GROW,2.807814424,2.79434797,2.7868303,2.792953132,2.817241829,2.852083318,2.890335393,2.922214508,2.944969074,2.954674173,2.956487222,2.954673352,2.957415568,2.969946921,2.99479205,3.026606005,3.057408513,3.079501604,3.091420539,3.091052351,3.08158973,3.069403386,3.05644739,3.039566883,3.018417239,2.994554296,2.967974173,2.941377347,2.919595341,2.903655425,2.890656373,2.876757049,2.858486931,2.836183163,2.809315613,2.778202129,2.743531696,2.707346009,2.6700748,2.632899693,2.593972994,2.554025596,2.509622188,2.456254595,2.392757939,2.322533292,2.252563858,2.184648117,2.11406257,2.04138691,1.968750939,1.895601513,1.827704101,1.77287379,1.733953002,1.706429882,1.682462584,1.656372036
Heavily indebted poor countries (HIPC),HPC,Population growth (annual %),SP.POP.GROW,,2.37111434,2.404345176,2.4385645,2.474718109,2.51117188,2.545057444,2.575195564,2.602898953,2.627905877,2.649807316,2.66938862,2.685228073,2.694876482,2.697726674,2.695490158,2.695564787,2.695553594,2.686925888,2.668280807,2.645763456,2.623318802,2.611083617,2.617542179,2.646777085,2.691900179,2.73306378,2.770748559,2.821622705,2.887266597,2.956952803,3.032835979,3.090249019,3.100173137,3.052942829,2.971584364,2.879795189,2.808522459,2.77265848,2.782839968,2.822234793,2.867227738,2.897870823,2.912586444,2.905685444,2.884985549,2.860946284,2.843187874,2.833066127,2.833216828,2.839075732,2.844792335,2.844730725,2.837758417,2.822206695,2.800618697,2.777198867,2.754394578
